"","latitude","longitude","category","hours","crashyn"
"1301",-38.08373,144.3578,"Serious","03:20:00","Crash"
"1302",-36.09691,145.2048,"Serious","02:00:00","Crash"
"1303",-38.18017,144.3372,"No Serious Injury","22:30:00","Crash"
"1304",-36.5543,146.9662,"Serious","23:15:00","Crash"
"1305",-36.75549,144.2843,"Serious","22:40:00","Crash"
"1306",-35.29162,143.448,"Serious","23:35:00","Crash"
"1307",-37.0414,144.3709,"Serious","00:30:00","Crash"
"1308",-36.16662,146.535,"Serious","23:47:00","Crash"
"1309",-36.7694,144.2967,"Serious","01:40:00","Crash"
"1310",-36.37658,145.4017,"No Serious Injury","01:26:00","Crash"
"1311",-37.39665,144.2472,"No Serious Injury","22:40:00","Crash"
"1312",-38.45606,145.2303,"Serious","22:15:00","Crash"
"1313",-36.37515,146.3029,"No Serious Injury","23:05:00","Crash"
"1314",-38.16152,144.354,"No Serious Injury","04:59:00","Crash"
"1315",-37.21077,144.9187,"Serious","04:50:00","Crash"
"1316",-37.80236,147.0143,"Serious","22:05:00","Crash"
"1317",-38.37415,145.8412,"No Serious Injury","23:00:00","Crash"
"1318",-37.87685,147.6535,"Serious","04:58:00","Crash"
"1319",-37.59647,144.1272,"No Serious Injury","01:00:00","Crash"
"1320",-38.16149,144.4032,"Serious","05:35:00","Crash"
"1321",-37.49114,148.178,"Serious","00:00:00","Crash"
"1322",-38.49668,145.2178,"No Serious Injury","02:10:00","Crash"
"1323",-37.41475,144.2156,"Serious","22:45:00","Crash"
"1324",-36.51293,147.4498,"Serious","02:00:00","Crash"
"1325",-38.43301,145.4967,"Serious","22:10:00","Crash"
"1326",-36.95272,144.0576,"No Serious Injury","23:30:00","Crash"
"1327",-37.0552,143.7388,"Serious","01:10:00","Crash"
"1328",-37.82319,147.4911,"Serious","03:30:00","Crash"
"1329",-38.20602,146.3069,"Serious","00:05:00","Crash"
"1330",-35.92452,144.4166,"Serious","00:05:00","Crash"
"1331",-37.04521,142.7321,"Serious","02:55:00","Crash"
"1332",-37.81765,143.7543,"No Serious Injury","02:40:00","Crash"
"1333",-36.06556,142.0239,"Serious","04:00:00","Crash"
"1334",-37.37509,144.35,"No Serious Injury","01:00:00","Crash"
"1335",-38.34794,145.8954,"No Serious Injury","05:30:00","Crash"
"1336",-37.6036,144.2828,"Serious","23:59:00","Crash"
"1337",-38.17079,144.5691,"Serious","01:45:00","Crash"
"1338",-38.1913,144.343,"Serious","05:10:00","Crash"
"1339",-38.42076,146.146,"No Serious Injury","01:30:00","Crash"
"1340",-38.08419,144.3485,"Serious","22:00:00","Crash"
"1341",-38.27058,143.0733,"No Serious Injury","23:45:00","Crash"
"1342",-38.21436,144.5478,"Serious","22:42:00","Crash"
"1343",-38.20824,146.4977,"No Serious Injury","23:05:00","Crash"
"1344",-38.08414,144.3583,"Serious","00:10:00","Crash"
"1345",-38.11087,144.3434,"Serious","22:30:00","Crash"
"1346",-36.77261,144.2508,"No Serious Injury","23:22:00","Crash"
"1347",-37.08799,145.1129,"Serious","04:00:00","Crash"
"1348",-38.09074,147.0575,"No Serious Injury","00:30:00","Crash"
"1349",-37.84888,148.0009,"Fatal","02:00:00","Crash"
"1350",-37.90429,144.1117,"Serious","05:30:00","Crash"
"1351",-37.84043,144.0708,"Serious","02:45:00","Crash"
"1352",-37.88696,145.9985,"No Serious Injury","22:30:00","Crash"
"1353",-38.08418,144.3587,"Fatal","23:54:00","Crash"
"1354",-37.26845,144.4197,"Serious","05:40:00","Crash"
"1355",-37.46421,143.9448,"No Serious Injury","04:40:00","Crash"
"1356",-37.99371,144.1142,"Serious","22:45:00","Crash"
"1357",-38.33807,144.3233,"No Serious Injury","00:25:00","Crash"
"1358",-37.83976,147.9264,"No Serious Injury","05:00:00","Crash"
"1359",-36.33134,146.3749,"No Serious Injury","03:00:00","Crash"
"1360",-37.7193,143.6108,"No Serious Injury","05:50:00","Crash"
"1361",-38.25502,144.1378,"No Serious Injury","02:40:00","Crash"
"1362",-36.33673,141.7068,"No Serious Injury","22:20:00","Crash"
"1363",-38.33755,143.5732,"Serious","05:35:00","Crash"
"1364",-37.80651,148.0407,"No Serious Injury","23:20:00","Crash"
"1365",-37.05128,145.1001,"No Serious Injury","23:07:00","Crash"
"1366",-38.25858,144.3306,"Serious","05:20:00","Crash"
"1367",-37.01462,143.7617,"Serious","22:15:00","Crash"
"1368",-38.15228,146.5543,"No Serious Injury","22:00:00","Crash"
"1369",-37.55956,143.8567,"No Serious Injury","23:50:00","Crash"
"1370",-38.07501,146.171,"No Serious Injury","05:30:00","Crash"
"1371",-35.60811,143.3747,"No Serious Injury","03:45:00","Crash"
"1372",-36.78286,144.2479,"Serious","03:40:00","Crash"
"1373",-36.0696,146.733,"No Serious Injury","22:30:00","Crash"
"1374",-38.68426,143.3795,"Serious","05:55:00","Crash"
"1375",-38.74092,145.8945,"No Serious Injury","22:30:00","Crash"
"1376",-37.81424,144.1941,"No Serious Injury","00:45:00","Crash"
"1377",-38.20386,146.4592,"No Serious Injury","22:37:00","Crash"
"1378",-38.33176,142.5757,"No Serious Injury","02:00:00","Crash"
"1379",-37.53093,145.4621,"Serious","23:30:00","Crash"
"1380",-37.53928,143.8592,"Serious","05:30:00","Crash"
"1381",-36.35529,146.3266,"No Serious Injury","03:00:00","Crash"
"1382",-38.16973,145.904,"No Serious Injury","22:47:00","Crash"
"1383",-37.92522,143.3583,"Serious","05:00:00","Crash"
"1384",-36.92479,146.0018,"Fatal","22:30:00","Crash"
"1385",-37.05692,142.7849,"No Serious Injury","03:57:00","Crash"
"1386",-36.35111,145.7827,"Serious","01:00:00","Crash"
"1387",-38.18346,146.2939,"Serious","00:17:00","Crash"
"1388",-36.37907,145.3997,"Serious","03:45:00","Crash"
"1389",-38.22763,144.2805,"Serious","22:00:00","Crash"
"1390",-38.40828,142.5662,"No Serious Injury","05:30:00","Crash"
"1391",-38.08296,147.0543,"No Serious Injury","03:00:00","Crash"
"1392",-37.47313,141.3223,"Serious","03:30:00","Crash"
"1393",-36.3264,145.3032,"Serious","04:04:00","Crash"
"1394",-38.17682,146.2652,"Serious","22:40:00","Crash"
"1395",-38.01952,144.4153,"Fatal","05:20:00","Crash"
"1396",-38.19483,146.5382,"Serious","03:20:00","Crash"
"1397",-36.59619,142.6318,"Serious","00:30:00","Crash"
"1398",-35.16398,141.8727,"Serious","22:15:00","Crash"
"1399",-37.29038,144.9528,"No Serious Injury","01:30:00","Crash"
"1400",-38.07428,144.3504,"No Serious Injury","23:10:00","Crash"
"1401",-37.02296,145.2519,"Serious","22:15:00","Crash"
"1402",-37.55019,144.0612,"Fatal","01:41:00","Crash"
"1403",-37.05696,142.7215,"Fatal","05:50:00","Crash"
"1404",-36.7469,144.2575,"Serious","01:48:00","Crash"
"1405",-36.75021,144.2835,"No Serious Injury","02:48:00","Crash"
"1406",-37.79271,141.3014,"Serious","06:00:00","Crash"
"1407",-37.01417,146.1697,"No Serious Injury","23:50:00","Crash"
"1408",-38.08374,146.9881,"Serious","04:30:00","Crash"
"1409",-38.0754,144.369,"No Serious Injury","23:35:00","Crash"
"1410",-36.21288,145.0056,"No Serious Injury","03:50:00","Crash"
"1411",-36.43365,145.7728,"Fatal","22:30:00","Crash"
"1412",-35.23661,143.4111,"No Serious Injury","04:03:00","Crash"
"1413",-37.64629,143.8702,"No Serious Injury","00:00:00","Crash"
"1414",-36.35018,146.2565,"Serious","03:00:00","Crash"
"1415",-38.38734,142.481,"No Serious Injury","22:10:00","Crash"
"1416",-38.32996,141.6066,"Serious","01:00:00","Crash"
"1417",-38.18778,144.4588,"No Serious Injury","02:36:00","Crash"
"1418",-38.13525,144.3016,"Serious","02:29:00","Crash"
"1419",-38.34395,143.8105,"Serious","00:10:00","Crash"
"1420",-38.08462,144.3552,"No Serious Injury","01:50:00","Crash"
"1421",-38.21209,146.281,"Serious","03:00:00","Crash"
"1422",-38.38842,142.5112,"No Serious Injury","22:30:00","Crash"
"1423",-38.15303,144.3721,"No Serious Injury","23:00:00","Crash"
"1424",-38.1305,146.559,"No Serious Injury","00:05:00","Crash"
"1425",-38.38826,142.4834,"No Serious Injury","22:00:00","Crash"
"1426",-37.56018,143.8779,"No Serious Injury","04:45:00","Crash"
"1427",-36.61784,142.4666,"No Serious Injury","01:00:00","Crash"
"1428",-36.48648,143.5485,"No Serious Injury","00:10:00","Crash"
"1429",-37.00755,144.25,"No Serious Injury","02:50:00","Crash"
"1430",-37.60463,143.882,"No Serious Injury","22:40:00","Crash"
"1431",-36.70127,145.5156,"Serious","03:14:00","Crash"
"1432",-37.52708,143.8428,"No Serious Injury","05:20:00","Crash"
"1433",-38.08875,147.0539,"No Serious Injury","23:25:00","Crash"
"1434",-37.10448,144.3013,"Serious","01:40:00","Crash"
"1435",-37.26599,145.8117,"No Serious Injury","01:20:00","Crash"
"1436",-38.18875,144.357,"Serious","02:05:00","Crash"
"1437",-37.65192,143.1994,"Serious","00:40:00","Crash"
"1438",-37.18303,145.0693,"Serious","04:00:00","Crash"
"1439",-36.41407,145.2229,"Serious","00:20:00","Crash"
"1440",-35.92081,145.6459,"No Serious Injury","22:00:00","Crash"
"1441",-38.18065,146.2544,"No Serious Injury","23:38:00","Crash"
"1442",-36.27988,143.8683,"Serious","01:45:00","Crash"
"1443",-36.54912,146.6699,"Serious","00:05:00","Crash"
"1444",-36.70435,142.2116,"No Serious Injury","02:25:00","Crash"
"1445",-35.8389,145.4577,"Serious","03:30:00","Crash"
"1446",-38.17514,144.3408,"Serious","23:30:00","Crash"
"1447",-38.19203,144.325,"No Serious Injury","04:10:00","Crash"
"1448",-38.29611,146.5269,"No Serious Injury","01:30:00","Crash"
"1449",-35.33823,143.5622,"Serious","03:30:00","Crash"
"1450",-38.39693,142.7514,"No Serious Injury","23:45:00","Crash"
"1451",-37.52032,144.6245,"No Serious Injury","05:48:00","Crash"
"1452",-37.66104,144.4241,"Serious","00:40:00","Crash"
"1453",-37.85631,142.6513,"Serious","23:35:00","Crash"
"1454",-37.7615,141.0144,"No Serious Injury","04:15:00","Crash"
"1455",-37.24621,141.7691,"Serious","23:00:00","Crash"
"1456",-38.1808,144.354,"Serious","22:00:00","Crash"
"1457",-38.51513,145.3462,"Serious","03:35:00","Crash"
"1458",-37.38667,143.6866,"No Serious Injury","05:00:00","Crash"
"1459",-37.68649,144.4155,"No Serious Injury","05:40:00","Crash"
"1460",-36.40639,145.277,"No Serious Injury","23:10:00","Crash"
"1461",-36.33949,145.1036,"Serious","22:00:00","Crash"
"1462",-37.29296,144.5015,"Serious","05:00:00","Crash"
"1463",-35.75633,143.3728,"Serious","03:45:00","Crash"
"1464",-35.97118,145.7228,"No Serious Injury","01:15:00","Crash"
"1465",-38.28061,146.4122,"Serious","22:08:00","Crash"
"1466",-38.14392,144.3317,"Serious","02:50:00","Crash"
"1467",-38.14904,145.869,"No Serious Injury","05:15:00","Crash"
"1468",-37.55985,143.839,"Serious","23:25:00","Crash"
"1469",-38.20795,146.3209,"No Serious Injury","00:20:00","Crash"
"1470",-37.6691,144.4634,"Serious","00:30:00","Crash"
"1471",-38.17944,144.3706,"Serious","05:00:00","Crash"
"1472",-36.71168,144.2771,"No Serious Injury","22:49:00","Crash"
"1473",-36.23993,146.6299,"Serious","04:20:00","Crash"
"1474",-36.56425,146.0113,"No Serious Injury","00:09:00","Crash"
"1475",-36.99577,145.1566,"Serious","05:12:00","Crash"
"1476",-38.20915,144.3059,"Serious","01:30:00","Crash"
"1477",-37.70222,147.8337,"No Serious Injury","02:00:00","Crash"
"1478",-36.75969,144.2787,"No Serious Injury","23:09:00","Crash"
"1479",-37.42289,144.565,"No Serious Injury","23:30:00","Crash"
"1480",-38.36294,143.572,"Serious","03:25:00","Crash"
"1481",-36.65749,145.6923,"Serious","03:20:00","Crash"
"1482",-36.40392,146.2909,"No Serious Injury","00:00:00","Crash"
"1483",-38.20496,146.3,"No Serious Injury","00:40:00","Crash"
"1484",-37.69681,144.4484,"No Serious Injury","00:35:00","Crash"
"1485",-36.35179,143.5126,"No Serious Injury","01:00:00","Crash"
"1486",-36.91013,144.3154,"No Serious Injury","06:00:00","Crash"
"1487",-38.18445,144.445,"Serious","02:45:00","Crash"
"1488",-37.08366,144.7323,"Serious","22:41:00","Crash"
"1489",-36.77385,144.2743,"Serious","05:00:00","Crash"
"1490",-37.47562,144.6391,"Serious","05:10:00","Crash"
"1491",-38.48673,142.983,"Serious","02:30:00","Crash"
"1492",-37.42773,144.9783,"Serious","06:00:00","Crash"
"1493",-36.15093,145.2953,"Serious","04:15:00","Crash"
"1494",-38.18362,144.3447,"Serious","02:40:00","Crash"
"1495",-37.64677,144.036,"No Serious Injury","00:30:00","Crash"
"1496",-36.34467,146.3154,"No Serious Injury","01:33:00","Crash"
"1497",-36.48149,145.1407,"Serious","03:50:00","Crash"
"1498",-37.28154,144.2902,"No Serious Injury","05:30:00","Crash"
"1499",-36.30011,146.7053,"Serious","03:00:00","Crash"
"1500",-36.57955,145.9708,"Serious","00:26:00","Crash"
"1501",-37.48282,144.6047,"No Serious Injury","22:30:00","Crash"
"1502",-34.72684,143.1752,"No Serious Injury","04:30:00","Crash"
"1503",-36.72082,146.9406,"Fatal","22:30:00","Crash"
"1504",-38.56365,145.9551,"Fatal","05:45:00","Crash"
"1505",-38.27658,144.503,"Serious","00:04:00","Crash"
"1506",-38.17879,144.3975,"Serious","01:45:00","Crash"
"1507",-37.53098,145.4637,"Serious","01:30:00","Crash"
"1508",-34.1631,142.13,"No Serious Injury","03:30:00","Crash"
"1509",-38.23503,144.2176,"No Serious Injury","04:50:00","Crash"
"1510",-37.5304,145.4408,"Serious","01:00:00","Crash"
"1511",-37.13861,143.5115,"Serious","23:42:00","Crash"
"1512",-37.56983,143.8105,"No Serious Injury","00:49:00","Crash"
"1513",-38.11084,147.0812,"No Serious Injury","22:18:00","Crash"
"1514",-36.12954,144.7271,"Serious","01:40:00","Crash"
"1515",-37.60443,143.8573,"Serious","03:00:00","Crash"
"1516",-38.14665,145.8451,"Serious","05:10:00","Crash"
"1517",-38.40101,143.8875,"Serious","23:15:00","Crash"
"1518",-38.14129,144.2945,"No Serious Injury","05:30:00","Crash"
"1519",-38.14074,144.337,"Serious","22:58:00","Crash"
"1520",-37.98174,144.5334,"Serious","02:51:00","Crash"
"1521",-38.14367,144.3533,"No Serious Injury","01:37:00","Crash"
"1522",-37.39034,145.0574,"Fatal","02:35:00","Crash"
"1523",-38.11201,144.3205,"No Serious Injury","23:28:00","Crash"
"1524",-38.17094,144.319,"No Serious Injury","22:30:00","Crash"
"1525",-37.44964,144.979,"No Serious Injury","05:10:00","Crash"
"1526",-38.32827,142.3786,"Serious","04:30:00","Crash"
"1527",-36.73358,146.1412,"Serious","02:30:00","Crash"
"1528",-37.68125,143.5807,"No Serious Injury","00:10:00","Crash"
"1529",-34.18743,142.1709,"Serious","05:30:00","Crash"
"1530",-38.37113,142.4716,"Serious","22:50:00","Crash"
"1531",-38.10646,144.3536,"Serious","01:40:00","Crash"
"1532",-36.8592,147.0729,"No Serious Injury","01:05:00","Crash"
"1533",-38.18604,146.2347,"No Serious Injury","01:00:00","Crash"
"1534",-38.18051,146.5626,"No Serious Injury","23:45:00","Crash"
"1535",-38.63137,145.8014,"Serious","23:18:00","Crash"
"1536",-38.16436,144.415,"Serious","03:20:00","Crash"
"1537",-38.13274,141.6213,"No Serious Injury","22:30:00","Crash"
"1538",-36.4017,145.4141,"Serious","04:43:00","Crash"
"1539",-37.24204,144.1222,"Serious","06:00:00","Crash"
"1540",-38.1716,145.8091,"No Serious Injury","03:27:00","Crash"
"1541",-38.17286,144.3889,"Serious","01:45:00","Crash"
"1542",-37.30031,144.9514,"Serious","22:30:00","Crash"
"1543",-38.33221,146.2316,"Serious","05:10:00","Crash"
"1544",-38.37728,142.4695,"No Serious Injury","23:20:00","Crash"
"1545",-36.46583,145.2227,"No Serious Injury","04:08:00","Crash"
"1546",-38.14856,144.3573,"Serious","00:54:00","Crash"
"1547",-36.3657,145.3942,"No Serious Injury","22:52:00","Crash"
"1548",-36.76582,146.4145,"No Serious Injury","02:00:00","Crash"
"1549",-37.36809,144.2818,"Serious","01:00:00","Crash"
"1550",-35.59912,143.7945,"Serious","22:11:00","Crash"
"1551",-36.73373,146.9656,"No Serious Injury","00:05:00","Crash"
"1552",-38.25359,143.9554,"Serious","04:44:00","Crash"
"1553",-34.25756,142.2052,"No Serious Injury","01:00:00","Crash"
"1554",-34.20425,142.1495,"Fatal","22:50:00","Crash"
"1555",-36.37956,145.4037,"Serious","05:30:00","Crash"
"1556",-37.52684,143.8194,"No Serious Injury","22:35:00","Crash"
"1557",-37.02086,143.4419,"Serious","01:30:00","Crash"
"1558",-36.36697,146.3231,"No Serious Injury","03:40:00","Crash"
"1559",-37.55941,143.8552,"No Serious Injury","23:05:00","Crash"
"1560",-37.25575,144.4414,"No Serious Injury","06:00:00","Crash"
"1561",-34.17093,142.1528,"No Serious Injury","22:00:00","Crash"
"1562",-36.77251,144.3745,"Serious","01:50:00","Crash"
"1563",-37.96521,144.4066,"No Serious Injury","00:30:00","Crash"
"1564",-35.21171,141.9979,"No Serious Injury","05:25:00","Crash"
"1565",-35.39704,143.5538,"No Serious Injury","04:00:00","Crash"
"1566",-37.56985,143.8104,"No Serious Injury","05:10:00","Crash"
"1567",-37.36492,145.542,"No Serious Injury","04:00:00","Crash"
"1568",-37.43815,144.6071,"No Serious Injury","05:40:00","Crash"
"1569",-37.66655,143.7344,"Serious","22:15:00","Crash"
"1570",-36.7819,144.2295,"No Serious Injury","00:01:00","Crash"
"1571",-37.32339,144.7403,"Fatal","05:50:00","Crash"
"1572",-37.07754,145.1029,"Serious","22:55:00","Crash"
"1573",-38.47767,145.9515,"No Serious Injury","23:35:00","Crash"
"1574",-36.60192,146.6885,"No Serious Injury","01:30:00","Crash"
"1575",-34.23896,142.0971,"No Serious Injury","00:24:00","Crash"
"1576",-35.61597,144.0596,"Serious","06:00:00","Crash"
"1577",-37.52893,143.8153,"No Serious Injury","02:00:00","Crash"
"1578",-34.19803,142.1468,"No Serious Injury","22:11:00","Crash"
"1579",-36.65272,142.9755,"Serious","05:30:00","Crash"
"1580",-37.5712,143.8217,"No Serious Injury","04:00:00","Crash"
"1581",-34.16779,142.1586,"No Serious Injury","23:10:00","Crash"
"1582",-36.77629,144.2894,"Fatal","01:30:00","Crash"
"1583",-38.68558,143.2774,"No Serious Injury","23:30:00","Crash"
"1584",-37.41782,144.9953,"No Serious Injury","23:30:00","Crash"
"1585",-38.44908,145.2344,"Serious","01:00:00","Crash"
"1586",-38.19633,144.6409,"Fatal","22:25:00","Crash"
"1587",-38.24925,142.4618,"Serious","03:45:00","Crash"
"1588",-36.55371,146.9661,"No Serious Injury","00:30:00","Crash"
"1589",-37.02742,145.8512,"No Serious Injury","05:00:00","Crash"
"1590",-35.77943,144.0813,"Serious","23:30:00","Crash"
"1591",-36.82084,142.3644,"No Serious Injury","23:15:00","Crash"
"1592",-38.30287,144.3409,"Serious","02:45:00","Crash"
"1593",-36.34755,145.376,"Fatal","00:50:00","Crash"
"1594",-38.32396,144.2644,"Serious","22:50:00","Crash"
"1595",-38.34258,143.5808,"No Serious Injury","00:07:00","Crash"
"1596",-36.3864,145.3824,"No Serious Injury","22:50:00","Crash"
"1597",-38.20948,146.4927,"Fatal","02:08:00","Crash"
"1598",-38.22876,146.3619,"Serious","22:11:00","Crash"
"1599",-36.71119,144.3148,"Serious","03:05:00","Crash"
"1600",-37.54666,143.8208,"No Serious Injury","22:10:00","Crash"
"1601",-38.36131,144.2461,"Serious","22:55:00","Crash"
"1602",-38.11459,144.3548,"Serious","22:30:00","Crash"
"1603",-37.73375,141.1134,"No Serious Injury","04:40:00","Crash"
"1604",-38.33306,143.6053,"No Serious Injury","05:00:00","Crash"
"1605",-37.4468,149.6278,"Serious","01:30:00","Crash"
"1606",-38.0732,144.3352,"Serious","23:56:00","Crash"
"1607",-38.23733,146.3515,"Serious","23:34:00","Crash"
"1608",-36.57522,146.7099,"Serious","23:40:00","Crash"
"1609",-37.46954,144.7469,"Serious","01:57:00","Crash"
"1610",-38.4855,145.5677,"Serious","02:00:00","Crash"
"1611",-37.47622,144.9729,"No Serious Injury","04:10:00","Crash"
"1612",-37.56486,143.8452,"No Serious Injury","23:21:00","Crash"
"1613",-38.15791,144.3898,"Serious","22:24:00","Crash"
"1614",-36.42234,145.1634,"Serious","22:45:00","Crash"
"1615",-36.17133,146.5013,"No Serious Injury","03:30:00","Crash"
"1616",-38.46948,143.7688,"Serious","05:40:00","Crash"
"1617",-38.31725,141.5568,"Serious","05:28:00","Crash"
"1618",-37.62937,144.1614,"No Serious Injury","00:25:00","Crash"
"1619",-36.25913,146.4176,"No Serious Injury","03:10:00","Crash"
"1620",-38.6703,146.4386,"No Serious Injury","22:45:00","Crash"
"1621",-37.96947,146.9807,"Serious","23:54:00","Crash"
"1622",-37.58233,143.8409,"No Serious Injury","22:40:00","Crash"
"1623",-37.802,147.4713,"No Serious Injury","00:30:00","Crash"
"1624",-38.28169,143.8602,"Serious","04:11:00","Crash"
"1625",-38.17434,144.3335,"Serious","00:15:00","Crash"
"1626",-36.75199,144.2741,"Serious","22:50:00","Crash"
"1627",-36.02232,146.1374,"No Serious Injury","22:15:00","Crash"
"1628",-36.93101,145.726,"Serious","22:30:00","Crash"
"1629",-38.24435,144.2961,"Serious","06:00:00","Crash"
"1630",-38.41437,146.8166,"Serious","04:45:00","Crash"
"1631",-38.20495,144.3406,"Serious","23:30:00","Crash"
"1632",-38.1604,144.3502,"Serious","22:20:00","Crash"
"1633",-36.79341,144.2373,"No Serious Injury","01:30:00","Crash"
"1634",-37.53315,143.96,"No Serious Injury","00:45:00","Crash"
"1635",-37.90038,142.29,"Serious","04:41:00","Crash"
"1636",-38.1399,144.3228,"No Serious Injury","00:40:00","Crash"
"1637",-36.93116,146.2543,"No Serious Injury","23:45:00","Crash"
"1638",-37.97266,141.9718,"Serious","03:30:00","Crash"
"1639",-37.83396,147.9313,"Serious","23:00:00","Crash"
"1640",-35.99153,145.7865,"Fatal","04:30:00","Crash"
"1641",-36.05778,147.2083,"Serious","02:00:00","Crash"
"1642",-38.07821,144.3475,"Serious","04:40:00","Crash"
"1643",-37.4111,143.8475,"Serious","00:50:00","Crash"
"1644",-37.42041,145.016,"Serious","22:55:00","Crash"
"1645",-38.16878,146.3583,"No Serious Injury","00:30:00","Crash"
"1646",-37.70372,143.2444,"No Serious Injury","03:00:00","Crash"
"1647",-38.01204,144.2255,"Serious","23:30:00","Crash"
"1648",-38.38363,142.5088,"No Serious Injury","00:07:00","Crash"
"1649",-38.19447,144.3187,"Serious","22:05:00","Crash"
"1650",-37.24041,145.3272,"Serious","22:00:00","Crash"
"1651",-34.19823,142.147,"No Serious Injury","01:46:00","Crash"
"1652",-36.77267,144.2746,"Serious","23:33:00","Crash"
"1653",-37.37281,144.3314,"Serious","22:00:00","Crash"
"1654",-38.15579,144.3823,"Serious","22:00:00","Crash"
"1655",-36.72075,144.2463,"Serious","23:25:00","Crash"
"1656",-38.27922,146.725,"Fatal","01:31:00","Crash"
"1657",-37.98227,147.0718,"Serious","01:00:00","Crash"
"1658",-38.1514,144.3673,"No Serious Injury","23:30:00","Crash"
"1659",-34.45664,142.3101,"Serious","22:30:00","Crash"
"1660",-37.7351,144.3924,"No Serious Injury","04:10:00","Crash"
"1661",-38.1442,144.3622,"Serious","03:08:00","Crash"
"1662",-37.46417,145.2413,"No Serious Injury","22:30:00","Crash"
"1663",-37.07785,144.8283,"No Serious Injury","01:50:00","Crash"
"1664",-35.88534,144.2637,"No Serious Injury","22:03:00","Crash"
"1665",-37.51923,143.8305,"No Serious Injury","01:15:00","Crash"
"1666",-38.13914,141.6283,"Serious","23:03:00","Crash"
"1667",-37.95014,147.1133,"No Serious Injury","04:20:00","Crash"
"1668",-36.65708,144.4846,"Serious","23:40:00","Crash"
"1669",-36.73327,146.9336,"Serious","00:58:00","Crash"
"1670",-37.64699,144.3669,"Serious","05:20:00","Crash"
"1671",-38.30403,141.5985,"No Serious Injury","22:00:00","Crash"
"1672",-36.74431,146.0001,"No Serious Injury","22:40:00","Crash"
"1673",-37.93219,144.262,"Serious","23:45:00","Crash"
"1674",-36.24848,146.4268,"No Serious Injury","03:10:00","Crash"
"1675",-36.05377,145.3155,"No Serious Injury","05:00:00","Crash"
"1676",-37.14202,144.077,"Serious","23:20:00","Crash"
"1677",-38.08287,145.972,"No Serious Injury","00:30:00","Crash"
"1678",-34.1946,142.1375,"No Serious Injury","00:30:00","Crash"
"1679",-35.85286,143.5591,"Serious","03:00:00","Crash"
"1680",-36.03855,146.4143,"Serious","23:30:00","Crash"
"1681",-37.56003,143.8606,"Serious","03:51:00","Crash"
"1682",-37.06292,143.8804,"Serious","06:00:00","Crash"
"1683",-36.71801,144.2041,"No Serious Injury","04:40:00","Crash"
"1684",-38.33799,145.6719,"Serious","23:58:00","Crash"
"1685",-35.32762,143.5228,"Serious","05:15:00","Crash"
"1686",-38.15425,146.7955,"Fatal","01:40:00","Crash"
"1687",-37.68116,143.5804,"No Serious Injury","23:00:00","Crash"
"1688",-37.77615,144.028,"Serious","02:05:00","Crash"
"1689",-38.16766,146.6954,"No Serious Injury","03:50:00","Crash"
"1690",-38.12549,144.3382,"Serious","23:55:00","Crash"
"1691",-37.30963,143.0148,"Serious","02:10:00","Crash"
"1692",-38.77885,143.621,"No Serious Injury","23:10:00","Crash"
"1693",-38.05143,144.3972,"No Serious Injury","02:00:00","Crash"
"1694",-36.84681,145.0984,"Fatal","02:45:00","Crash"
"1695",-38.18907,146.4869,"Serious","05:23:00","Crash"
"1696",-38.27034,146.1818,"Serious","22:41:00","Crash"
"1697",-36.39821,145.406,"No Serious Injury","00:05:00","Crash"
"1698",-37.29447,144.5029,"No Serious Injury","05:20:00","Crash"
"1699",-38.17514,144.5141,"No Serious Injury","23:32:00","Crash"
"1700",-37.59136,144.1728,"No Serious Injury","04:00:00","Crash"
"1701",-36.74673,144.2838,"No Serious Injury","05:00:00","Crash"
"1702",-37.21514,144.4691,"Serious","00:30:00","Crash"
"1703",-35.62363,144.1168,"Serious","23:30:00","Crash"
"1704",-38.21181,146.4454,"Serious","00:50:00","Crash"
"1705",-37.19049,145.0388,"Serious","22:00:00","Crash"
"1706",-37.06312,145.6576,"Serious","05:25:00","Crash"
"1707",-38.34123,143.4807,"Serious","05:00:00","Crash"
"1708",-38.20214,146.5262,"Serious","22:14:00","Crash"
"1709",-37.52153,142.0409,"Serious","03:11:00","Crash"
"1710",-37.95598,146.9777,"No Serious Injury","00:10:00","Crash"
"1711",-38.09726,145.7744,"No Serious Injury","22:40:00","Crash"
"1712",-37.54399,143.7913,"Serious","23:00:00","Crash"
"1713",-36.61564,145.2302,"Fatal","03:00:00","Crash"
"1714",-37.22944,144.7813,"Serious","22:00:00","Crash"
"1715",-38.15548,144.357,"Serious","00:10:00","Crash"
"1716",-38.3337,143.2396,"Fatal","03:00:00","Crash"
"1717",-35.99175,143.9465,"No Serious Injury","23:15:00","Crash"
"1718",-37.41963,144.9789,"No Serious Injury","22:35:00","Crash"
"1719",-36.88595,144.2121,"No Serious Injury","23:50:00","Crash"
"1720",-34.20711,142.1161,"No Serious Injury","01:40:00","Crash"
"1721",-38.17238,144.5356,"No Serious Injury","04:00:00","Crash"
"1722",-38.36034,142.9167,"No Serious Injury","02:45:00","Crash"
"1723",-38.20628,145.9703,"No Serious Injury","04:30:00","Crash"
"1724",-37.35477,145.0261,"Serious","23:50:00","Crash"
"1725",-37.8882,144.3444,"Serious","04:30:00","Crash"
"1726",-38.22188,144.6095,"Serious","04:45:00","Crash"
"1727",-37.61949,146.6288,"Serious","01:00:00","Crash"
